"Document Title","Authors","Publication Year","Title: Skin","Abstract: Skin","First Removal","Abstract: Traditional ML","Second Removal","Duplication Status","Third Removal","Accepted or not","Proposed Model","Tasks (Objectives)","Used Databases"," Proposed Methodology"," Evaluation Metrics and Results","Abstract","DOI","Author Keywords","Article Citation Count","PDF Link"
"Embedded healthcare system based on bioimpedance analysis for identification and classification of skin diseases in Indian context","Patil P.M.; Kamat D.K.","2018","1","1","0","0","0","Unique","0","","","","","","","This chapter contributes toward real-time data collection, data management, system design, and analysis related to an embedded U-healthcare system for various skin diseases. The application domains of the developed system include diagnostic services, decision-support systems, and U-healthcare systems in real-world healthcare applications. The chapter explains a system developed for noninvasive identification and classification of skin diseases in the Indian context. The chapter describes the global scenario of skin diseases as well as in developing countries such as India. There are various challenges faced by dermatologists in the identification and classification of skin diseases. These are described with reference to state-of-the-art dermatological practices such as visual inspection, histopathological examination of a biopsy, and dermoscopy. The limitations of these subjective methods are discussed. The need to devise a noninvasive, reliable, simple, safe, and objective technique is described with reference to bioimpedance measurement. The chapter further describes a system developed for the measurement of human skin impedance. Skin impedance is measured with the help of a developed skin electrode. The requirements, specifications, and limitations of the developed skin electrode are described. The generation of a database of Indian skin diseases is described. The impedance of diseased and normal skin is measured with the help of the developed system and various impedance indices have been computed for an individual subject. The need of impedance indices for identification and classification of skin diseases is described. The identification of skin diseases requires discrimination between diseased and normal skin, which is explained with the help of the Wilcoxon signed rank test. The role of the Statistical Package for the Social Sciences (SPSS) is explained for computing the probability of similarity between diseased and normal skin. The possibility of the classification of skin diseases is described with the help of box and whisker plots and statistical measures of central tendency. The classification of skin diseases using a modular fuzzy hypersphere neural network has been explained. The performance of the proposed system for classification of skin diseases is explained with the help of confusion matrix and timing analysis. © 2019 Elsevier Inc. All rights reserved.","10.1016/B978-0-12-815370-3.00011-6","Bioimpedance; Data management; Embedded healthcare system; Impedance indices; Noninvasive measurements; Real-time data collection; Skin diseases","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088142685&doi=10.1016%2fB978-0-12-815370-3.00011-6&partnerID=40&md5=71131cce05bdc805c5cc8e43b14af488"
"Data augmentation for skin lesion analysis","Perez F.; Vasconcelos C.; Avila S.; Valle E.","2018","1","1","0","0","0","Unique","0","","","","","","","Deep learning models show remarkable results in automated skin lesion analysis. However, these models demand considerable amounts of data, while the availability of annotated skin lesion images is often limited. Data augmentation can expand the training dataset by transforming input images. In this work, we investigate the impact of 13 data augmentation scenarios for melanoma classification trained on three CNNs (Inception-v4, ResNet, and DenseNet). Scenarios include traditional color and geometric transforms, and more unusual augmentations such as elastic transforms, random erasing and a novel augmentation that mixes different lesions. We also explore the use of data augmentation at test-time and the impact of data augmentation on various dataset sizes. Our results confirm the importance of data augmentation in both training and testing and show that it can lead to more performance gains than obtaining new images. The best scenario results in an AUC of 0.882 for melanoma classification without using external data, outperforming the top-ranked submission (0.874) for the ISIC Challenge 2017, which was trained with additional data. © Springer Nature Switzerland AG 2018.","10.1007/978-3-030-01201-4_33","Data augmentation; Deep learning; Skin lesion analysis","167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054813602&doi=10.1007%2f978-3-030-01201-4_33&partnerID=40&md5=ca8e55df52bc750d1d10e039a5974eda"
"Comprehensive insights into evaluation and benchmarking of real-time skin detectors: Review, open issues & challenges, and recommended solutions","Yas Q.M.; Zaidan A.A.; Zaidan B.B.; Rahmatullah B.; Abdul Karim H.","2018","1","1","0","0","0","Unique","0","","","","","","","Evaluation and benchmarking of real-time skin detectors remain challenging because of multiple evaluation attributes that must be considered. Numerous evaluation and benchmarking techniques have been proposed, but they exhibit several limitations. Fixing multiple attributes based on benchmarking approaches by using other attributes limits reliable real-time skin detection. This paper presents comprehensive insights into the evaluation and benchmarking of real-time skin detectors on the basis of two critical directions. Current evaluation criteria highlight conflicting issues and benchmarking techniques to identify weak points, and possible solutions are discussed. The findings are as follows: (1) open issues and challenges to evaluation and benchmarking are emphasized; and (2) decision making using multiple criteria such as reliability, time complexity, and error rate within a dataset is used for evaluating and benchmarking real-time skin detectors to come up with solutions for future directions. © 2017 Elsevier Ltd","10.1016/j.measurement.2017.09.027","Evaluation and benchmarking; Multi-criteria analysis; Multi-criterion decision making; Skin detector","64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030544821&doi=10.1016%2fj.measurement.2017.09.027&partnerID=40&md5=2b31ff96b3f340c71219cdc6eaf02b07"
"Evaluation of scaly levels in psoriasis using multispectral polarized imaging","Van Tien T.; Phuc N.H.; Nhien L.Q.; Trang T.T.T.; Hieu D.S.; Cat P.N.K.; Mien P.T.H.; Linh H.Q.","2018","0","1","0","0","0","Unique","0","","","","","","","Psoriasis is a chronic inflammatory skin condition characterised by the changes of skin cell’slife cycle. These skin patches are typically red, itch, and scale. Psoriasis area severity index (PASI) is currently the gold standard score for the assessment and management of psoriasis level. However, using PASI is sometimes subjective as it is possible to derive two different severity scores with the same lesion. In this research, we developed the multispectral polarized imaging system to capture the image of psoriasis and used image processing method for evaluating the scaly levels. Based on that, the algorithm has been developed to directly and automatically segment scale from the skin surface and the redness regions. This system will be able to diagnose of psoriasis skin disease more quickly and exactly according to PASI index. © Springer Nature Singapore Pte Ltd. 2018.","10.1007/978-981-10-4361-1_16","Multispectral polarized imaging; Psoriasis; Scaling segment","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030867086&doi=10.1007%2f978-981-10-4361-1_16&partnerID=40&md5=e95b84346e57c2f00821ae1bb9b83f5c"
"Soft computing approach based segmentation and analysis of skin cancer","DIvya G.; Uniyal D.; Sivakumar R.; Sundaravadivu K.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Skin melanoma is one of the common and most important cancer among human beings. In recent years, a numerous procedures have been proposed to detect and analyze skin cancer. The initial screening of the skin cancer is carried out visually by a doctor. Later, the suspicious regions are recorded using a digital dermatoscope. In the proposed research work, extraction of the cancerous region from the dermoscopy image is performed using the Firefly Algorithm (FA) based Tsallis function and the Active Contour Segmentation (ACS) procedures existing in the literature. In this work, the well known skin cancer database, DERMQUEST is considered for the analysis. The efficiency of the proposed approach is confirmed using some well known image quality measures. The simulation result of this work confirms that, the proposed approach offers better values of precision, sensitivity, specificity, and accuracy. © 2017 IEEE.","10.1109/ICCCI.2017.8117799","accuracy; active contour; segmentation; skin cancer; thresholding","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041436574&doi=10.1109%2fICCCI.2017.8117799&partnerID=40&md5=893919f9726cc50e1302db409c64fbae"
"Wavelet-based statistical classification of skin images acquired with reflectance confocal microscopy","Halimi A.; Batatia H.; Digabel J.L.; Josse G.; Tourneret J.Y.","2017","1","1","0","0","0","Unique","0","","","","","","","Detecting skin lentigo in reflectance confocal microscopy images is an important and challenging problem. This imaging modality has not yet been widely investigated for this problem and there are a few automatic processing techniques. They are mostly based on machine learning approaches and rely on numerous classical image features that lead to high computational costs given the very large resolution of these images. This paper presents a detection method with very low computational complexity that is able to identify the skin depth at which the lentigo can be detected. The proposed method performs multiresolution decomposition of the image obtained at each skin depth. The distribution of image pixels at a given depth can be approximated accurately by a generalized Gaussian distribution whose parameters depend on the decomposition scale, resulting in a very-low-dimension parameter space. SVM classifiers are then investigated to classify the scale parameter of this distribution allowing real-time detection of lentigo. The method is applied to 45 healthy and lentigo patients from a clinical study, where sensitivity of 81.4% and specificity of 83.3% are achieved. Our results show that lentigo is identifiable at depths between 50µm and 60µm, corresponding to the average location of the the dermoepidermal junction. This result is in agreement with the clinical practices that characterize the lentigo by assessing the disorganization of the dermoepidermal junction. © 2017 Optical Society of America.","10.1364/BOE.8.005450","","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037334355&doi=10.1364%2fBOE.8.005450&partnerID=40&md5=54d222d7de03ca2ee7eba12dad636a10"
"Deep learning for skin lesion segmentation","Mishra R.; Daescu O.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Melanomas are the most aggressive form of skin cancer. Due to observer bias, computerized analysis of dermoscopy images has become an important research area. One of the most important steps in dermoscopy image analysis is the automated detection of lesion areas in the dermoscopy images. In this paper, we present a deep learning method for automatic skin lesion segmentation. We use a subset of the International Skin Imaging Collaboration (ISIC) Archive dataset, which contains dermoscopic images paired with their corresponding lesion binary masks, provided by IEEE International Symposium on Biomedical Imaging (ISBI) 2017 challenge for Skin Lesion Analysis Towards Melanoma Detection, and compare against the benchmark results submitted by other participants. The experimental results show that our proposed method can outperform the submissions in terms of segmentation accuracy. © 2017 IEEE.","10.1109/BIBM.2017.8217826","Convolutional neural network; Deep Learning; Melonama; Skin Lesion Segmentation","46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046035884&doi=10.1109%2fBIBM.2017.8217826&partnerID=40&md5=ce33afc92aed930a8cae77a95a802659"
"Bagged textural and color features for melanoma skin cancer detection in dermoscopic and standard images","Alfed N.; Khelifi F.","2017","1","1","0","0","0","Unique","0","","","","","","","Early detection of malignant melanoma skin cancer is crucial for treating the disease and saving lives. Many computerized techniques have been reported in the literature to diagnose and classify the disease with satisfactory skin cancer detection performance. However, reducing the false detection rate is still challenging and preoccupying because false positives trigger the alarm and require intervention by an expert pathologist for further examination and screening. In this paper, an automatic skin cancer diagnosis system that combines different textural and color features is proposed. New textural and color features are used in a bag-of-features approach for efficient and accurate detection. We particularly claim that the Histogram of Gradients (HG) and the Histogram of Lines (HL) are more suitable for the analysis and classification of dermoscopic and standard skin images than the conventional Histogram of Oriented Gradient (HOG) and the Histogram of Oriented Lines (HOL), respectively. The HG and HL are bagged separately using a codebook for each and then combined with other bagged color vector angles and Zernike moments to exploit the color information. The overall system has been assessed through intensive experiments using different classifiers on a dermoscopic image dataset and another standard dataset. Experimental results have shown the superiority of the proposed system over state-of-the-art techniques. © 2017 Elsevier Ltd","10.1016/j.eswa.2017.08.010","Dermoscopic images; Malignant melanoma; Skin cancer diagnosis; Standard skin images; Textural and color features","81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028927276&doi=10.1016%2fj.eswa.2017.08.010&partnerID=40&md5=4d6e164361247c35123b391b9d41dda3"
"Otsu's multi-thresholding and active contour snake model to segment dermoscopy images","Rajinikanth V.; MadhavaRaja N.S.; Satapathy S.C.; Fernandes S.L.","2017","0","1","0","0","0","Unique","0","","","","","","","Melanoma is one of the deadliest form of skin cancer widely which affects human beings. Due to its growing occurrence rates, it is essential to develop an assisting methodology to support the present clinical detection procedures. Digital dermatoscopy is a clinically proven process to record and analyse the suspicious regions of skin. Extracting the uncertain region from dermoscopy image is generally preferred to have a clear idea about skin infections. The success of skin infection forecast relies primarily on the chosen image segmentation and analysing tool. In this paper, heuristic algorithm assisted multi-thresholding and Active Contour Snake Model (ACSM) based segmentation is proposed to extract the cancerous section from the image dataset. The experimental results obtained with ACSM are then validated with the segmentation results of Localized Active Contour (LAC) and Regularized Level Set (RLS) approaches. The results confirm that proposed approach offers better values of image similarity index and statistical measures compared with the alternatives. Copyright © 2017 American Scientific Publishers.","10.1166/jmihi.2017.2265","Active Contour Snake Model; Dermoscopy Image; Otsu's Function; Skin Melanoma; Statistical Measures","75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032938321&doi=10.1166%2fjmihi.2017.2265&partnerID=40&md5=2230dbef2453ac34fd7d7d42a60ec240"
"Segmentation of skin lesions using an improved FLICM method","Kanaani S.; Helfroush M.S.; Danyali H.; Kazemi M.A.","2017","1","1","0","0","0","Unique","0","","","","","","","In this paper a modified fuzzy approach is introduced to diagnose the skin damages in dermoscopy images. In this method, firstly the level of brightness on images is arranged by colored contrast modification; afterward, the edge of area is achieved by applying FLICM algorithm, which is modified by concept of complex Gaussian model approximation and FCM. Efficiency of this method is evaluated on real dermoscopy images which are taken from skin damages with different color and size. The presented parameter evaluation and their results are compared with the newest method of level set partitioning. Increasing amount of partitioning sensitivity in comparison with reliable methods, demonstrate the efficiency of the proposed method and its application in cad systems. © 2017 IEEE.","10.1109/ICCKE.2017.8167919","Dermoscopy; FLICM; fuzzy segmentation","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046438968&doi=10.1109%2fICCKE.2017.8167919&partnerID=40&md5=01a141ce50c9ba16075b3917ce51a739"
"Comparison of computer systems and ranking criteria for automatic melanoma detection in dermoscopic images","Møllersen K.; Zortea M.; Schopf T.R.; Kirchesch H.; Godtliebsen F.","2017","0","1","0","0","0","Unique","0","","","","","","","Melanoma is the deadliest form of skin cancer, and early detection is crucial for patient survival. Computer systems can assist in melanoma detection, but are not widespread in clinical practice. In 2016, an open challenge in classification of dermoscopic images of skin lesions was announced. A training set of 900 images with corresponding class labels and semi-automatic/manual segmentation masks was released for the challenge. An independent test set of 379 images, of which 75 were of melanomas, was used to rank the participants. This article demonstrates the impact of ranking criteria, segmentation method and classifier, and highlights the clinical perspective. We compare five different measures for diagnostic accuracy by analysing the resulting ranking of the computer systems in the challenge. Choice of performance measure had great impact on the ranking. Systems that were ranked among the top three for one measure, dropped to the bottom half when changing performance measure. Nevus Doctor, a computer system previously developed by the authors, was used to participate in the challenge, and investigate the impact of segmentation and classifier. The diagnostic accuracy when using an automatic versus the semi-automatic/manual segmentation is investigated. The unexpected small impact of segmentation method suggests that improvements of the automatic segmentation method w.r.t. resemblance to semi-automatic/manual segmentation will not improve diagnostic accuracy substantially. A small set of similar classification algorithms are used to investigate the impact of classifier on the diagnostic accuracy. The variability in diagnostic accuracy for different classifier algorithms was larger than the variability for segmentation methods, and suggests a focus for future investigations. From a clinical perspective, the misclassification of a melanoma as benign has far greater cost than the misclassification of a benign lesion. For computer systems to have clinical impact, their performance should be ranked by a high-sensitivity measure. © 2017 Møllersen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","10.1371/journal.pone.0190112","","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038932051&doi=10.1371%2fjournal.pone.0190112&partnerID=40&md5=d994e3a3ad37417838e21f367bc4949b"
"Classification of malignant melanoma and Benign Skin Lesion by using back propagation neural network and ABCD rule","Rajesh A.","2017","1","1","0","0","0","Unique","0","","","","","","","Human Cancer is a standout amongest the most unsafe illnesses which is for the most part brought about by hereditary insecurity of various sub-atomic modifications. Among many types of human disease, skin tumour is the most widely recognized one. To recognize skin tumour at an early stage we will think about and break down them through different methods named as segmentation and feature extraction. Here, we center threatening melanoma skin disease, (because of the high grouping of Melanoma-Hier we offer our skin, in the dermis layer of the skin) location. In this, We utilized our ABCD govern dermoscopy innovation for harmful melanoma skin malignancy location. In this framework distinctive stride for melanoma skin injury portrayal i.e, to begin with, the Image Acquisition Technique, pre-processing, segmentation, characterize a component for skin Feature Selection decides sore portrayal, grouping strategies. In the Feature extraction by advanced picture preparing technique incorporates, Asymmetry recognition, Border Detection, Colour, and Diameter detection and furthermore we utilized LBP for extract the texture based features. Here we proposed the Back Propagation Neural Network to classify the benign or malignant stage. © 2017 IEEE.","10.1109/ICEICE.2017.8191916","","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047200935&doi=10.1109%2fICEICE.2017.8191916&partnerID=40&md5=b448796e9861896e0fd8e82051d22576"
"Texture based skin lesion abruptness quantification to detect malignancy","Erol R.; Bayraktar M.; Kockara S.; Kaya S.; Halic T.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Background: Abruptness of pigment patterns at the periphery of a skin lesion is one of the most important dermoscopic features for detection of malignancy. In current clinical setting, abrupt cutoff of a skin lesion determined by an examination of a dermatologist. This process is subjective, nonquantitative, and error-prone. We present an improved computational model to quantitatively measure abruptness of a skin lesion over our previous method. To achieve this, we quantitatively analyze the texture features of a region within the lesion boundary. This region is bounded by an interior border line of the lesion boundary which is determined using level set propagation (LSP) method. This method provides a fast border contraction without a need for extensive boolean operations. Then, we build feature vectors of homogeneity, standard deviation of pixel values, and mean of the pixel values of the region between the contracted border and the original border. These vectors are then classified using neural networks (NN) and SVM classifiers. Results: As lower homogeneity indicates sharp cutoffs, suggesting melanoma, we carried out our experiments on two dermoscopy image datasets, which consist of 800 benign and 200 malignant melanoma cases. LSP method helped produce better results than Kaya et al., 2016 study. By using texture homogeneity at the periphery of a lesion border determined by LSP, as a classification results, we obtained 87% f1-score and 78% specificity; that we obtained better results than in the previous study. We also compared the performances of two different NN classifiers and support vector machine classifier. The best results obtained using combination of RGB color spaces with the fully-connected multi-hidden layer NN. Conclusions: Computational results also show that skin lesion abrupt cutoff is a reliable indicator of malignancy. Results show that computational model of texture homogeneity along the periphery of skin lesion borders based on LSP is an effective way of quantitatively measuring abrupt cutoff of a lesion. © 2017 The Author(s).","10.1186/s12859-017-1892-5","Abrupt cutoff; Contour contraction; Level set; Pigmented lesions; Skin lesion","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039709241&doi=10.1186%2fs12859-017-1892-5&partnerID=40&md5=1e9f2adc0a4c1e3b5e5443cf5f46b144"
"Automatic skin lesion analysis towards melanoma detection","Thao L.T.; Quang N.H.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Deep learning methods for image analysis have shown impressive performance in recent years. In this paper, we present deep learning based approaches to solve two problems in skin lesion analysis using a dermoscopic image containing skin tumor. In the first problem, we use a fully convolutional-deconvolutional architecture to automatically segment skin tumor from the surrounding skin. In the second problem, we use a simple convolutional neural network and VGG-16 architecture using transfer learning to address the two different tasks in skin tumor classification. The proposed models are trained and evaluated on standard benchmark datasets from the International Skin Imaging Collaboration (ISIC) 2017 Challenge, which consists of 2000 training samples and 600 testing samples. The result shows that the proposed methods achieve promising performances. In the first problem, the average value of Jaccard index for lesion segmentation using fully convolutional-deconvolutional architecture is 0.507. In the second problem, the values of area under the receiver operating characteristic curve (AUC) on two different lesion classifications using VGG16 with transfer learning are 0.763 and 0.869, respectively; the average value of AUC in two tasks is 0.816. © 2017 IEEE.","10.1109/IESYS.2017.8233570","convolutional neural networks; deep learning; skin lesions; transfer learning","62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049261839&doi=10.1109%2fIESYS.2017.8233570&partnerID=40&md5=ec0b3f010b5cd6771aa71fa0481bf339"
"Automatic Skin Lesion Segmentation Using Deep Fully Convolutional Networks with Jaccard Distance","Yuan Y.; Chao M.; Lo Y.-C.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Automatic skin lesion segmentation in dermoscopic images is a challenging task due to the low contrast between lesion and the surrounding skin, the irregular and fuzzy lesion borders, the existence of various artifacts, and various imaging acquisition conditions. In this paper, we present a fully automatic method for skin lesion segmentation by leveraging 19-layer deep convolutional neural networks that is trained end-to-end and does not rely on prior knowledge of the data. We propose a set of strategies to ensure effective and efficient learning with limited training data. Furthermore, we design a novel loss function based on Jaccard distance to eliminate the need of sample re-weighting, a typical procedure when using cross entropy as the loss function for image segmentation due to the strong imbalance between the number of foreground and background pixels. We evaluated the effectiveness, efficiency, as well as the generalization capability of the proposed framework on two publicly available databases. One is from ISBI 2016 skin lesion analysis towards melanoma detection challenge, and the other is the PH2 database. Experimental results showed that the proposed method outperformed other state-of-the-art algorithms on these two databases. Our method is general enough and only needs minimum pre- and post-processing, which allows its adoption in a variety of medical image segmentation tasks. © 1982-2012 IEEE.","10.1109/TMI.2017.2695227","Deep learning; dermoscopy; fully convolutional neural networks; image segmentation; jaccard distance; melanoma","570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027980102&doi=10.1109%2fTMI.2017.2695227&partnerID=40&md5=9a387f4da29843912d3c1fdf3dd378d7"
"Design and implementation of high speed Gabor filter with variable thresholding process for disease detection","Radhakrishnan K.; Sri D.; Dhanalakshmi R.; Elakkiya M.; Gayathiri G.","2017","0","1","0","0","0","First occurrence","0","","","","","","","In current scenario, there are number of skin related diseases such as tonsillitis, tumors, skin cancers, etc... which can be detected at an early stage and can be cured. For this a new idea is proposed which aims at designing a Gabor filter that makes accurate detection of diseases. We use an efficient pipelined architecture for input. Image segmentation for the detection of diseases is done using Gabor filter that in turn uses shift-add CORDIC algorithm for making the designing of Gabor filter easier. In addition to this algorithm, we use a new algorithm called Variable Thresholding algorithm that sets a threshold value during the decision making period. The algorithm is named variable because, the threshold value can be varied depending upon the diseases we are going to detect. All these algorithms are written in VHDL Language in MODELSIM software, which makes the designing and decision making process more effective. This technique is also implemented on FPGA/CPLD kit that shows us the presence of disease manually through lighting of LED's. Thus the decision of disease is made more accurate and faster through this design. © 2017 IEEE.","10.1109/SSPS.2017.8071634","","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039922876&doi=10.1109%2fSSPS.2017.8071634&partnerID=40&md5=79ff01c9b32cfd17ba2536e26af4bafc"
"Development of a quantitative assessment method of pigmentary skin disease using ultraviolet optical imaging","Lee O.; Park S.; Kim J.; Oh C.","2017","1","1","0","0","0","Unique","0","","","","","","","Background/Purpose: The visual scoring method has been used as a subjective evaluation of pigmentary skin disorders. Severity of pigmentary skin disease, especially melasma, is evaluated using a visual scoring method, the MASI (melasma area severity index). This study differentiates between epidermal and dermal pigmented disease. The study was undertaken to determine methods to quantitatively measure the severity of pigmentary skin disorders under ultraviolet illumination. Methods: The optical imaging system consists of illumination (white LED, UV-A lamp) and image acquisition (DSLR camera, air cooling CMOS CCD camera). Each camera is equipped with a polarizing filter to remove glare. To analyze images of visible and UV light, images are divided into frontal, cheek, and chin regions of melasma patients. Each image must undergo image processing. To reduce the curvature error in facial contours, a gradient mask is used. Results: The new method of segmentation of front and lateral facial images is more objective for face-area-measurement than the MASI score. Image analysis of darkness and homogeneity is adequate to quantify the conventional MASI score. Under visible light, active lesion margins appear in both epidermal and dermal melanin, whereas melanin is found in the epidermis under UV light. Conclusion: This study objectively analyzes severity of melasma and attempts to develop new methods of image analysis with ultraviolet optical imaging equipment. Based on the results of this study, our optical imaging system could be used as a valuable tool to assess the severity of pigmentary skin disease. © 2017 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd","10.1111/srt.12372","gradient mask; image analysis; optical imaging system; pigmentary skin disease; segmentation; ultraviolet","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019578920&doi=10.1111%2fsrt.12372&partnerID=40&md5=628e705398f046c2ec2102601af68e69"
"Saliency-Based Lesion Segmentation Via Background Detection in Dermoscopic Images","Ahn E.; Kim J.; Bi L.; Kumar A.; Li C.; Fulham M.; Feng D.D.","2017","0","1","0","0","0","First occurrence","0","","","","","","","The segmentation of skin lesions in dermoscopic images is a fundamental step in automated computer-aided diagnosis of melanoma. Conventional segmentation methods, however, have difficulties when the lesion borders are indistinct and when contrast between the lesion and the surrounding skin is low. They also perform poorly when there is a heterogeneous background or a lesion that touches the image boundaries; this then results in under- and oversegmentation of the skin lesion. We suggest that saliency detection using the reconstruction errors derived from a sparse representation model coupled with a novel background detection can more accurately discriminate the lesion from surrounding regions. We further propose a Bayesian framework that better delineates the shape and boundaries of the lesion. We also evaluated our approach on two public datasets comprising 1100 dermoscopic images and compared it to other conventional and state-of-the-art unsupervised (i.e., no training required) lesion segmentation methods, as well as the state-of-the-art unsupervised saliency detection methods. Our results show that our approach is more accurate and robust in segmenting lesions compared to other methods. We also discuss the general extension of our framework as a saliency optimization algorithm for lesion segmentation. © 2013 IEEE.","10.1109/JBHI.2017.2653179","Computer-aided diagnosis (CAD); dermoscopic image; lesion segmentation; saliency detection","140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020617368&doi=10.1109%2fJBHI.2017.2653179&partnerID=40&md5=2904a5482a053f6eadb095202b369816"
"Skin lesion computational diagnosis of dermoscopic images: Ensemble models based on input feature manipulation","Oliveira R.B.; Pereira A.S.; Tavares J.M.R.S.","2017","1","1","0","0","0","Unique","0","","","","","","","Background and objectives: The number of deaths worldwide due to melanoma has risen in recent times, in part because melanoma is the most aggressive type of skin cancer. Computational systems have been developed to assist dermatologists in early diagnosis of skin cancer, or even to monitor skin lesions. However, there still remains a challenge to improve classifiers for the diagnosis of such skin lesions. The main objective of this article is to evaluate different ensemble classification models based on input feature manipulation to diagnose skin lesions. Methods: Input feature manipulation processes are based on feature subset selections from shape properties, colour variation and texture analysis to generate diversity for the ensemble models. Three subset selection models are presented here: (1) a subset selection model based on specific feature groups, (2) a correlation-based subset selection model, and (3) a subset selection model based on feature selection algorithms. Each ensemble classification model is generated using an optimum-path forest classifier and integrated with a majority voting strategy. The proposed models were applied on a set of 1104 dermoscopic images using a cross-validation procedure. Results: The best results were obtained by the first ensemble classification model that generates a feature subset ensemble based on specific feature groups. The skin lesion diagnosis computational system achieved 94.3% accuracy, 91.8% sensitivity and 96.7% specificity. Conclusions: The input feature manipulation process based on specific feature subsets generated the greatest diversity for the ensemble classification model with very promising results. © 2017 Elsevier B.V.","10.1016/j.cmpb.2017.07.009","Computational diagnosis; Ensemble of classifiers; Feature extraction; Feature selection; Image classification","51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025691118&doi=10.1016%2fj.cmpb.2017.07.009&partnerID=40&md5=dcc80e1c826e9bfc2620313f1abe962a"
"An unsupervised Bayesian approach for the joint reconstruction and classification of cutaneous reflectance confocal microscopy images","Halimi A.; Batatia H.; Le Digabel J.; Josse G.; Tourneret J.-Y.","2017","0","1","0","0","0","Unique","0","","","","","","","This paper studies a new Bayesian algorithm for the joint reconstruction and classification of reflectance confocal microscopy (RCM) images, with application to the identification of human skin lentigo. The proposed Bayesian approach takes advantage of the distribution of the multiplicative speckle noise affecting the true reflectivity of these images and of appropriate priors for the unknown model parameters. A Markov chain Monte Carlo (MCMC) algorithm is proposed to jointly estimate the model parameters and the image of true reflectivity while classifying images according to the distribution of their reflectivity. Precisely, a Metropolis-within-Gibbs sampler is investigated to sample the posterior distribution of the Bayesian model associated with RCM images and to build estimators of its parameters, including labels indicating the class of each RCM image. The resulting algorithm is applied to synthetic data and to real images from a clinical study containing healthy and lentigo patients. © EURASIP 2017.","10.23919/EUSIPCO.2017.8081205","Bayesian algorithm; Classification; Metropolis-within-Gibbs sampler; Reflectance confocal microscopy","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041530553&doi=10.23919%2fEUSIPCO.2017.8081205&partnerID=40&md5=8451cfd500cd005acabc00a50c2f66f9"
"Automated lesion segmentation and dermoscopic feature segmentation for skin cancer analysis","Pour M.P.; Seker H.; Shao L.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Segmentation is the first and most important task in computer-based diagnosis of skin cancer since other tasks are relied mainly on accurately segmented lesions. Recently, deep learning as a mainstream method in machine learning has shown promising results on semantic image segmentation. In this paper, we demonstrate applying deep convolutional networks to two main segmentation tasks in melanoma diagnosis, a lesion segmentation task followed by a lesion dermoscopic feature segmentation task. The proposed method is evaluated on a database from ISBI challenge 2016. By using a hybrid model, computation load for the second task decreases and masks provided by lesion segmentation have been used to enhance the results for the feature segmentation task as well. The results are close to the best results of ISBI challenge 2016. The proposed model yields quite promising results although it is based on very initial hybrid model without an aggressive fine-tuning that is heavily required in Deep Learning implementations. Therefore, there is a room for further improvements. © 2017 IEEE.","10.1109/EMBC.2017.8036906","","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032210054&doi=10.1109%2fEMBC.2017.8036906&partnerID=40&md5=3bbe088165811b660ca83a978f8d8188"
