"Document Title","Authors","Publication Year","Title: Skin","Abstract: Skin","First Removal","Abstract: Traditional ML","Second Removal","Duplication Status","Third Removal","Accepted or not","Proposed Model","Tasks (Objectives)","Used Databases"," Proposed Methodology"," Evaluation Metrics and Results","Abstract","DOI","Author Keywords","Article Citation Count","PDF Link"
"Reimagining leprosy elimination with AI analysis of a combination of skin lesion images with demographic and clinical data","Barbieri R.R.; Xu Y.; Setian L.; Souza-Santos P.T.; Trivedi A.; Cristofono J.; Bhering R.; White K.; Sales A.M.; Miller G.; Nery J.A.C.; Sharman M.; Bumann R.; Zhang S.; Goldust M.; Sarno E.N.; Mirza F.; Cavaliero A.; Timmer S.; Bonfiglioli E.; Smith C.; Scollard D.; Navarini A.A.; Aerts A.; Ferres J.L.; Moraes M.O.","2022","1","1","0","0","0","Unique","0","","","","","","","Background: Leprosy is an infectious disease that mostly affects underserved populations. Although it has been largely eliminated, still about 200’000 new patients are diagnosed annually. In the absence of a diagnostic test, clinical diagnosis is often delayed, potentially leading to irreversible neurological damage and its resulting stigma, as well as continued transmission. Accelerating diagnosis could significantly contribute to advancing global leprosy elimination. Digital and Artificial Intelligence (AI) driven technology has shown potential to augment health workers abilities in making faster and more accurate diagnosis, especially when using images such as in the fields of dermatology or ophthalmology. That made us start the quest for an AI-driven diagnosis assistant for leprosy, based on skin images. Methods: Here we describe the accuracy of an AI-enabled image-based diagnosis assistant for leprosy, called AI4Leprosy, based on a combination of skin images and clinical data, collected following a standardized process. In a Brazilian leprosy national referral center, 222 patients with leprosy or other dermatological conditions were included, and the 1229 collected skin images and 585 sets of metadata are stored in an open-source dataset for other researchers to exploit. Findings: We used this dataset to test whether a CNN-based AI algorithm could contribute to leprosy diagnosis and employed three AI models, testing images and metadata both independently and in combination. AI modeling indicated that the most important clinical signs are thermal sensitivity loss, nodules and papules, feet paresthesia, number of lesions and gender, but also scaling surface and pruritus that were negatively associated with leprosy. Using elastic-net logistic regression provided a high classification accuracy (90%) and an area under curve (AUC) of 96.46% for leprosy diagnosis. Interpretation: Future validation of these models is underway, gathering larger datasets from populations of different skin types and collecting images with smartphone cameras to mimic real world settings. We hope that the results of our research will lead to clinical solutions that help accelerate global leprosy elimination. Funding: This study was partially funded by Novartis Foundation and Microsoft (in-kind contribution). © 2022 The Authors","10.1016/j.lana.2022.100192","AI; AI4leprosy; Artificial intelligence; Dermatology; Image-based diagnosis; Leprosy; Skin lesions","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126925060&doi=10.1016%2fj.lana.2022.100192&partnerID=40&md5=c767072857408866753753ac240599e6"
"To evaluate the use of tandem and cylinder as an intracavitary brachytherapy device for carcinoma of the cervix with regard to local control and toxicities","Gadda I.R.; Khan N.A.; Wani S.Q.; Baba M.H.","2022","0","1","0","0","0","Unique","0","","","","","","","Introduction: Brachytherapy always remains a keystone in the treatment of gynecological carcinoma for both definitive and adjuvant treatments. Due to the rapid fall-off nature of brachytherapy, the target gets a high dose with a low dose to the normal organs nearby and thereby increasing the tumor control probability. Aims and Objectives: This study aims at the evaluation of local control and toxicities in the carcinoma of the cervix using tandem and cylinder as brachytherapy applicator. Materials and Methods: The study was conducted between January 2014 and December 2018 in a tertiary care hospital. Thirty-one patients who fulfilled our set criterion of Clinical stage IB3-IVA, Performance status Eastern Cooperative Oncology Group 0-2 were selected. All patients were treated initially with external beam radiotherapy and later by high dose rate intracavitary brachytherapy after completion of external beam radiation therapy (EBRT). A dose of 18-21 Gy was delivered to the residual disease in three sessions with a 1-week interval between each session. The dose was optimized in such a way that the organs at risk (OAR), namely bladder and rectum received doses within their tolerance levels. The patients were continuously monitored using Common Terminology Criteria for Adverse Events version 5.0 for both acute and late toxicities and by imaging for local control. Statistical analysis using SPSS Version 20.0 (SPSS Inc., Chicago, Illinois, USA) was used to evaluate the results. Continuous variables were expressed as mean ± standard deviation, and categorical variables were summarized as frequencies and percentages. Results: Out of the 31 patients, 5 (16.1%) experienced radiation-induced Grade 1 skin changes which were due to EBRT, 1 (3.2%) had Grade 1 G. I. T toxicity, 1 (3.2%) had Grade 1 radiation-induced vaginal mucositis after brachytherapy. At 6-8-week follow-up, all the patients showed no evidence of disease on radiological imaging. At 3 months of follow-up, 1 (3.2%) patient had radiation-induced proctitis of Grades 2 and 3 (9.7%) had radiation-induced cystitis of Grades 1 and 1 (3.2%) had Grade 2 cystitis. At 6 months of follow-up, 1 (3.2%) had Grade 1, 1 (3.2%) had Grade 2, and 1 (3.2%) had Grade 3 radiation-induced proctitis. At 3 months of follow-up, 29 (93.5%) patients had no evidence of disease, while 2 (6.5%) were having residual disease on imaging. At 6 months of follow-up, all the patients were disease-free. At 12 months of follow-up, 26 (83.9%) patients were disease-free, 1 (3.2%) had local recurrence, 2 (6.5%) had distant metastasis, and 2 (6.5%) had expired. At 24 months of follow-up, 26 patients were disease-free. Acute and late toxicities were similar to those used in the treatment of carcinoma cervix by standard brachytherapy applicators. Local control was achieved in 83.87% of cases. Two-year survival was 93.5%. Conclusion: We observed that the tandem and cylinder applicator is an acceptable applicator to be used for intracavitary brachytherapy. It is safe and simple besides this; the toxicities and local control are similar to the other standard applicators used in brachytherapy in carcinoma cervix. However, the required dose prescription to point A was not possible in all the patients due to limitations of OARs. Furthermore, long-term follow-up is needed to see the patterns of failure, recurrence-free survival, overall survival, and long-term toxicities in the treated patients.  © 2022 Journal of Cancer Research and Therapeutics.","10.4103/jcrt.jcrt_243_21","and cylinder; brachytherapy tandem; Carcinoma; common terminology criteria for adverse events; dose-volume histogram; intracavitary; toxicity","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135202813&doi=10.4103%2fjcrt.jcrt_243_21&partnerID=40&md5=f644a73d728738f3c9c2e4b099c3e3c0"
"Cancer diagnosis using artificial intelligence: a review","Shastry K.A.; Sanjay H.A.","2022","0","1","0","0","0","First occurrence","0","","","","","","","Artificial intelligence (AI) is the usage of scientific techniques to simulate human intellectual skills and to tackle complex medical issues involving complicated genetic defects such as cancer. The rapid expansion of AI in the past era has paved the way to optimum judgment-making by superior intellect, where the human brain is constrained to manage large information in a limited period. Cancer is a complicated ailment along with several genomic variants. AI-centred systems carry enormous potential in detecting these genomic alterations and abnormal protein communications at a very initial phase. The contemporary biomedical study is also dedicated to bringing AI expertise to hospitals securely and ethically. AI-centred support to diagnosticians and doctors can be the big surge ahead for the forecast of illness threat, identification, diagnosis, and therapies. The applications related to AI and Machine Learning (ML) in the identification of cancer and its therapy possess the potential to provide therapeutic support for quicker planning of a novel therapy for each person. Through the utilization of AI- based methods, scientists can work together in real-time and distribute their expertise digitally to possibly cure billions. In this review, the focus was on the study of linking biology with AI and describe how AI-centred support could assist oncologists in accurate therapy. It is essential to identify new biomarkers that inject drug defiance and discover medicinal goals to improve medication methods. The advent of the “next-generation sequencing” (NGS) programs resolves these challenges and has transformed the prospect of “Precision Oncology” (PO). NGS delivers numerous medical functions which are vital for hazard prediction, initial diagnosis of infection, “Sequence” identification and “Medical Imaging” (MI), precise diagnosis, “biomarker” detection, and recognition of medicinal goals for innovation in medicine. NGS creates a huge repository that requires specific “bioinformatics” sources to examine the information that is pertinent and medically important. The malignancy diagnostics and analytical forecast are improved with NGS and MI that provide superior quality images via AI technology. Irrespective of the advancements in technology, AI faces a few problems and constraints, and the clinical application of NGS continues to be authenticated. Through the steady progress of invention and expertise, the prospects of AI and PO look promising. The purpose of this review was to assess, evaluate, classify, and tackle the present developments in cancer diagnosis utilizing AI methods for breast, lung, liver, skin cancer, and leukaemia. The research emphasizes in what way cancer identification, the treatment procedure is aided by utilizing AI with supervised, unsupervised, and deep learning (DL) methods. Numerous AI methods were assessed on benchmark datasets with respect to “accuracy”, “sensitivity”, “specificity”, and “false-positive” (FP) metrics. Lastly, challenges along with future work were discussed. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","10.1007/s10462-021-10074-4","Applications; Artificial intelligence; Cancer; Machine learning","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115842891&doi=10.1007%2fs10462-021-10074-4&partnerID=40&md5=c2a4cf7479c19fdcc5d8c4c6454d8762"
"Leveraging Artificial Intelligence to Improve the Diversity of Dermatological Skin Color Pathology: Protocol for an Algorithm Development and Validation Study","Rezk E.; Eltorki M.; El-Dakhakhni W.","2022","1","1","0","0","0","Unique","0","","","","","","","Background: The paucity of dark skin images in dermatological textbooks and atlases is a reflection of racial injustice in medicine. The underrepresentation of dark skin images makes diagnosing skin pathology in people of color challenging. For conditions such as skin cancer, in which early diagnosis makes a difference between life and death, people of color have worse prognoses and lower survival rates than people with lighter skin tones as a result of delayed or incorrect diagnoses. Recent advances in artificial intelligence, such as deep learning, offer a potential solution that can be achieved by diversifying the mostly light-skin image repositories through generating images for darker skin tones. Thus, facilitating the development of inclusive cancer early diagnosis systems that are trained and tested on diverse images that truly represent human skin tones. Objective: We aim to develop and evaluate an artificial intelligence-based skin cancer early detection system for all skin tones using clinical images. Methods: This study consists of four phases: (1) Publicly available skin image repositories will be analyzed to quantify the underrepresentation of darker skin tones, (2) Images will be generated for the underrepresented skin tones, (3) Generated images will be extensively evaluated for realism and disease presentation with quantitative image quality assessment as well as qualitative human expert and nonexpert ratings, and (4) The images will be utilized with available light-skin images to develop a robust skin cancer early detection model. Results: This study started in September 2020. The first phase of quantifying the underrepresentation of darker skin tones was completed in March 2021. The second phase of generating the images is in progress and will be completed by March 2022. The third phase is expected to be completed by May 2022, and the final phase is expected to be completed by September 2022. Conclusions: This work is the first step toward expanding skin tone diversity in existing image databases to address the current gap in the underrepresentation of darker skin tones. Once validated, the image bank will be a valuable resource that can potentially be utilized in physician education and in research applications. Furthermore, generated images are expected to improve the generalizability of skin cancer detection. When completed, the model will assist family physicians and general practitioners in evaluating skin lesion severity and in efficient triaging for referral to expert dermatologists. In addition, the model can assist dermatologists in diagnosing skin lesions.  © 2022 Eman Rezk, Mohamed Eltorki, Wael El-Dakhakhni.","10.2196/34896","Artificial intelligence; Classification; Deep learning; Early diagnosis; Image blending; People of color; Skin cancer; Skin tone diversity","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126129097&doi=10.2196%2f34896&partnerID=40&md5=a5a540bf1ff9c871e2822bf5b818e620"
"Exploring convolutional neural networks with transfer learning for diagnosing Lyme disease from skin lesion images","Hossain S.I.; de Goër de Herve J.; Hassan M.S.; Martineau D.; Petrosyan E.; Corbin V.; Beytout J.; Lebert I.; Durand J.; Carravieri I.; Brun-Jacob A.; Frey-Klett P.; Baux E.; Cazorla C.; Eldin C.; Hansmann Y.; Patrat-Delon S.; Prazuck T.; Raffetin A.; Tattevin P.; Vourc'h G.; Lesens O.; Nguifo E.M.","2022","1","1","0","0","0","Unique","0","","","","","","","Background and objective: Lyme disease which is one of the most common infectious vector-borne diseases manifests itself in most cases with erythema migrans (EM) skin lesions. Recent studies show that convolutional neural networks (CNNs) perform well to identify skin lesions from images. Lightweight CNN based pre-scanner applications for resource-constrained mobile devices can help users with early diagnosis of Lyme disease and prevent the transition to a severe late form thanks to appropriate antibiotic therapy. Also, resource-intensive CNN based robust computer applications can assist non-expert practitioners with an accurate diagnosis. The main objective of this study is to extensively analyze the effectiveness of CNNs for diagnosing Lyme disease from images and to find out the best CNN architectures considering resource constraints. Methods: First, we created an EM dataset with the help of expert dermatologists from Clermont-Ferrand University Hospital Center of France. Second, we benchmarked this dataset for twenty-three CNN architectures customized from VGG, ResNet, DenseNet, MobileNet, Xception, NASNet, and EfficientNet architectures in terms of predictive performance, computational complexity, and statistical significance. Third, to improve the performance of the CNNs, we used custom transfer learning from ImageNet pre-trained models as well as pre-trained the CNNs with the skin lesion dataset HAM10000. Fourth, for model explainability, we utilized Gradient-weighted Class Activation Mapping to visualize the regions of input that are significant to the CNNs for making predictions. Fifth, we provided guidelines for model selection based on predictive performance and computational complexity. Results: Customized ResNet50 architecture gave the best classification accuracy of 84.42% ±1.36, AUC of 0.9189±0.0115, precision of 83.1%±2.49, sensitivity of 87.93%±1.47, and specificity of 80.65%±3.59. A lightweight model customized from EfficientNetB0 also performed well with an accuracy of 83.13%±1.2, AUC of 0.9094±0.0129, precision of 82.83%±1.75, sensitivity of 85.21% ±3.91, and specificity of 80.89%±2.95. All the trained models are publicly available at https://dappem.limos.fr/download.html, which can be used by others for transfer learning and building pre-scanners for Lyme disease. Conclusion: Our study confirmed the effectiveness of even some lightweight CNNs for building Lyme disease pre-scanner mobile applications to assist people with an initial self-assessment and referring them to expert dermatologist for further diagnosis. © 2022 Elsevier B.V.","10.1016/j.cmpb.2022.106624","CNN; Erythema migrans; Explainability; Lyme disease; Transfer learning","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122813912&doi=10.1016%2fj.cmpb.2022.106624&partnerID=40&md5=789f265e2272fd3fbb23be6505eb2114"
"ExAID: A multimodal explanation framework for computer-aided diagnosis of skin lesions","Lucieri A.; Bajwa M.N.; Braun S.A.; Malik M.I.; Dengel A.; Ahmed S.","2022","1","1","0","0","0","Unique","0","","","","","","","Background and objectives: One principal impediment in the successful deployment of Artificial Intelligence (AI) based Computer-Aided Diagnosis (CAD) systems in everyday clinical workflows is their lack of transparent decision-making. Although commonly used eXplainable AI (XAI) methods provide insights into these largely opaque algorithms, such explanations are usually convoluted and not readily comprehensible. The explanation of decisions regarding the malignancy of skin lesions from dermoscopic images demands particular clarity, as the underlying medical problem definition is ambiguous in itself. This work presents ExAID (Explainable AI for Dermatology), a novel XAI framework for biomedical image analysis that provides multi-modal concept-based explanations, consisting of easy-to-understand textual explanations and visual maps, to justify the predictions. Methods: Our framework relies on Concept Activation Vectors to map human-understandable concepts to those learned by an arbitrary Deep Learning (DL) based algorithm, and Concept Localisation Maps to highlight those concepts in the input space. This identification of relevant concepts is then used to construct fine-grained textual explanations supplemented by concept-wise location information to provide comprehensive and coherent multi-modal explanations. All decision-related information is presented in a diagnostic interface for use in clinical routines. Moreover, the framework includes an educational mode providing dataset-level explanation statistics as well as tools for data and model exploration to aid medical research and education processes. Results: Through rigorous quantitative and qualitative evaluation of our framework on a range of publicly available dermoscopic image datasets, we show the utility of multi-modal explanations for CAD-assisted scenarios even in case of wrong disease predictions. We demonstrate that concept detectors for the explanation of pre-trained networks reach accuracies of up to 81.46%, which is comparable to supervised networks trained end-to-end. Conclusions: We present a new end-to-end framework for the multi-modal explanation of DL-based biomedical image analysis in Melanoma classification and evaluate its utility on an array of datasets. Since perspicuous explanation is one of the cornerstones of any CAD system, we believe that ExAID will accelerate the transition from AI research to practice by providing dermatologists and researchers with an effective tool that they can both understand and trust. ExAID can also serve as the basis for similar applications in other biomedical fields. © 2022","10.1016/j.cmpb.2022.106620","Artificial intelligence in dermatology; Computer-aided diagnosis; Explainable artificial intelligence; Interpretability; Medical image processing; Textual explanations","63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122635590&doi=10.1016%2fj.cmpb.2022.106620&partnerID=40&md5=d4c94eac4b86f6422e44de08689c37a0"
"Does sex matter? Analysis of sex-related differences in the diagnostic performance of a market-approved convolutional neural network for skin cancer detection","Sies K.; Winkler J.K.; Fink C.; Bardehle F.; Toberer F.; Buhl T.; Enk A.; Blum A.; Stolz W.; Rosenberger A.; Haenssle H.A.","2022","1","1","0","0","0","Unique","0","","","","","","","Background: Advances in biomedical artificial intelligence may introduce or perpetuate sex and gender discriminations. Convolutional neural networks (CNN) have proven a dermatologist-level performance in image classification tasks but have not been assessed for sex and gender biases that may affect training data and diagnostic performance. In this study, we investigated sex-related imbalances in training data and diagnostic performance of a market-approved CNN for skin cancer classification (Moleanalyzer Pro®, Fotofinder Systems GmbH, Bad Birnbach, Germany). Methods: We screened open-access dermoscopic image repositories widely used for CNN training for distribution of sex. Moreover, the sex-related diagnostic performance of the market-approved CNN was tested in 1549 dermoscopic images stratified by sex (female n = 773; male n = 776). Results: Most open-access repositories showed a marked under-representation of images originating from female (40%) versus male (60%) patients. Despite these imbalances and well-known sex-related differences in skin anatomy or skin-directed behaviour, the tested CNN achieved a comparable sensitivity of 87.0% [80.9%–91.3%] versus 87.1% [81.1%–91.4%], specificity of 98.7% [97.4%–99.3%] versus 96.9% [95.2%–98.0%] and ROC-AUC of 0.984 [0.975–0.993] versus 0.979 [0.969–0.988] in dermoscopic images of female versus male origin, respectively. In the sample at hand, sex-related differences in ROC-AUCs were not statistically significant in the per-image analysis nor in an additional per-individual analysis (p ≥ 0.59). Conclusion: Design and training of artificial intelligence algorithms for medical applications should generally acknowledge sex and gender dimensions. Despite sex-related imbalances in open-access training data, the diagnostic performance of the tested CNN showed no sex-related bias in the classification of skin lesions. © 2022 Elsevier Ltd","10.1016/j.ejca.2021.12.034","Automated melanoma detection; Bias; Computer-assisted diagnostics; Convolutional neural network; Deep learning; Dermoscopy; Melanoma; Nevi; Pigmented skin lesions; Sex","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124599912&doi=10.1016%2fj.ejca.2021.12.034&partnerID=40&md5=27c3dae4ed043ffbb1666f0e9ccc3902"
"Cost-effectiveness of Artificial Intelligence as a Decision-Support System Applied to the Detection and Grading of Melanoma, Dental Caries, and Diabetic Retinopathy","Gomez Rossi J.; Rojas-Perilla N.; Krois J.; Schwendicke F.","2022","0","1","0","0","0","Unique","0","","","","","","","Objective: To assess the cost-effectiveness of artificial intelligence (AI) for supporting clinicians in detecting and grading diseases in dermatology, dentistry, and ophthalmology. Importance: AI has been referred to as a facilitator for more precise, personalized, and safer health care, and AI algorithms have been reported to have diagnostic accuracies at or above the average physician in dermatology, dentistry, and ophthalmology. Design, Setting, and Participants: This economic evaluation analyzed data from 3 Markov models used in previous cost-effectiveness studies that were adapted to compare AI vs standard of care to detect melanoma on skin photographs, dental caries on radiographs, and diabetic retinopathy on retina fundus imaging. The general US and German population aged 50 and 12 years, respectively, as well as individuals with diabetes in Brazil aged 40 years were modeled over their lifetime. Monte Carlo microsimulations and sensitivity analyses were used to capture lifetime efficacy and costs. An annual cycle length was chosen. Data were analyzed between February 2021 and August 2021. Exposure: AI vs standard of care. Main Outcomes and Measures: Association of AI with tooth retention-years for dentistry and quality-adjusted life-years (QALYs) for individuals in dermatology and ophthalmology; diagnostic costs. Results: In 1000 microsimulations with 1000 random samples, AI as a diagnostic-support system showed limited cost-savings and gains in tooth retention-years and QALYs. In dermatology, AI showed mean costs of $750 (95% CI, $608-$970) and was associated with 86.5 QALYs (95% CI, 84.9-87.9 QALYs), while the control showed higher costs $759 (95% CI, $618-$970) with similar QALY outcome. In dentistry, AI accumulated costs of 320 (95% CI, 299-341) (purchasing power parity [PPP] conversion, $429 [95% CI, $400-$458]) with 62.4 years per tooth retention (95% CI, 60.7-65.1 years). The control was associated with higher cost, 342 (95% CI, 318-368) (PPP, $458; 95% CI, $426-$493) and fewer tooth retention-years (60.9 years; 95% CI, 60.5-63.1 years). In ophthalmology, AI accrued costs of R $1321 (95% CI, R $1283-R $1364) (PPP, $559; 95% CI, $543-$577) at 8.4 QALYs (95% CI, 8.0-8.7 QALYs), while the control was less expensive (R $1260; 95% CI, R $1222-R $1303) (PPP, $533; 95% CI, $517-$551) and associated with similar QALYs. Dominance in favor of AI was dependent on small differences in the fee paid for the service and the treatment assumed after diagnosis. The fee paid for AI was a factor in patient preferences in cost-effectiveness between strategies. Conclusions and Relevance: The findings of this study suggest that marginal improvements in diagnostic accuracy when using AI may translate into a marginal improvement in outcomes. The current evidence supporting AI as decision support from a cost-effectiveness perspective is limited; AI should be evaluated on a case-specific basis to capture not only differences in costs and payment mechanisms but also treatment after diagnosis. © 2022 Rossi JG et al. JAMA Network Open.","10.1001/jamanetworkopen.2022.0269","","76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126653415&doi=10.1001%2fjamanetworkopen.2022.0269&partnerID=40&md5=df3b474fc63df85aa764022127b26b13"
"The Rise of Artificial Intelligence-High Prediction Accuracy in Early Detection of Pigmented Melanoma; [Künstliche Intelligenz auf dem Vormarsch-Hohe Vorhersage-Genauigkeit bei der Früherkennung pigmentierter Melanome]","Jutzi T.B.; Krieghoff-Henning E.I.; Brinker T.J.","2022","0","1","0","0","0","Unique","0","","","","","","","The incidence of malignant melanoma is increasing worldwide. If detected early, melanoma is highly treatable, so early detection is vital. Skin cancer early detection has improved significantly in recent decades, for example by the introduction of screening in 2008 and dermoscopy. Nevertheless, in particular visual detection of early melanomas remains challenging because they show many morphological overlaps with nevi. Hence, there continues to be a high medical need to further develop methods for early skin cancer detection in order to be able to reliably diagnose melanomas at a very early stage. Routine diagnostics for melanoma detection include visual whole body inspection, often supplemented by dermoscopy, which can significantly increase the diagnostic accuracy of experienced dermatologists. A procedure that is additionally offered in some practices and clinics is whole-body photography combined with digital dermoscopy for the early detection of malignant melanoma, especially for monitoring high-risk patients. In recent decades, numerous noninvasive adjunctive diagnostic techniques were developed for the examination of suspicious pigmented moles, that may have the potential to allow improved and, in some cases, automated evaluation of these lesions. First, confocal laser microscopy should be mentioned here, as well as electrical impedance spectroscopy, multiphoton laser tomography, multispectral analysis, Raman spectroscopy or optical coherence tomography. These diagnostic techniques usually focus on high sensitivity to avoid malignant melanoma being overlooked. However, this usually implies lower specificity, which may lead to unnecessary excision of benign lesions in screening. Also, some of the procedures are time-consuming and costly, which also limits their applicability in skin cancer screening. In the near future, the use of artificial intelligence might change skin cancer diagnostics in many ways. The most promising approach may be the analysis of routine macroscopic and dermoscopic images by artificial intelligence. For the classification of pigmented skin lesions based on macroscopic and dermoscopic images, artificial intelligence, especially in form of neural networks, has achieved comparable diagnostic accuracies to dermatologists under experimental conditions in numerous studies. In particular, it achieved high accuracies in the binary melanoma/nevus classification task, but it also performed comparably well to dermatologists in multiclass differentiation of various skin diseases. However, proof of the basic applicability and utility of such systems in clinical practice is still pending. Prerequisites that remain to be established to enable translation of such diagnostic systems into dermatological routine are means that allow users to comprehend the system's decisions as well as a uniformly high performance of the algorithms on image data from other hospitals and practices. At present, hints are accumulating that computer-aided diagnosis systems could provide their greatest benefit as assistance systems, since studies indicate that a combination of human and machine achieves the best results. Diagnostic systems based on artificial intelligence are capable of detecting morphological characteristics quickly, quantitatively, objectively and reproducibly, and could thus provide a more objective analytical basis-in addition to medical experience.  © 2022. Thieme. All rights reserved.","10.1055/a-1514-2013","","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127365602&doi=10.1055%2fa-1514-2013&partnerID=40&md5=55fbf1d4614f39e5b60e491d3d03e519"
"Evaluation of a 3.8-µm laser-induced skin injury and their repair with in vivo OCT imaging and noninvasive monitoring","Fan Y.; Ma Q.; Wang J.; Wang W.; Kang H.","2022","1","1","0","0","0","First occurrence","0","","","","","","","To explore a 3.8-µm laser-induced damage and wound healing effect, we propose using optical coherence tomography (OCT) and a noninvasive monitoring-based in vivo evaluation method to quantitatively and qualitatively analyze the time-dependent biological effect of a 3.8-µm laser. The optical attenuation coefficient (OAC) is computed using a Fourier-domain algorithm. Three-dimensional (3-D) visualization of OCT images has been implemented to visualize the burnt spots. Furthermore, the burnt spots from the 3-D volumetric data was segmented and visualized, and the quantitative parameters of the burnt spots, such as the mean OACs, areas, and volumes, were computed. Then, OCT images and histological sections were analyzed to compare the structural changes. Within a certain radiation range, there is a linear relationship between radiation dose and temperature. Dermoscopic images, OCT images, and histological sections showed that, within a certain dose range, as the radiation doses increased, the cutaneous damage became more serious. One hour after laser radiation, the mean OACs increased and then decreased; the areas of burnt spots always increased and were 0.95 ± 0.07, 1.01 ± 0.06, 1.025 ± 0.07, 0.99 ± 0.07, 0.98 ± 0.07, 1.00 ± 0.07, 0.96 ± 0.05, and 0.98 ± 0.06 mm−1, respectively; the areas were 2.10 ± 0.63, 3.75 ± 1.85, 5.95 ± 1.62, 8.35 ± 0.88, 9.44 ± 1.28, 10.29 ± 0.49, 12.27 ± 0.96, and 13.127 ± 1.90 mm2; and the volumes were 1.54 ± 0.41, 2.86 ± 0.09, 3.73 ± 0.49, 4.14 ± 0.80, 7.21 ± 0.52, 6.77 ± 0.45, 8.36 ± 0.25, and 10.65 ± 0.51 mm3; and 21 days after laser radiation, the volumes were 0.67 ± 0.18, 1.64 ± 0.08, 1.87 ± 0.12, 2.57 ± 0.34, 3.43 ± 0.26, 3.64 ± 0.04, 3.84 ± 0.15, and 4.16 ± 0.53 mm3, respectively. We investigated the time-dependent biological effect of 3.8-µm laser-induced cutaneous damage and wound healing using the quantitative parameters of OCT imaging and noninvasive monitoring. The real-time temperature reflects the photothermal effect during laser radiation of mouse skin. OCT images of burnt spots were segmented to compute the mean OACs, burnt area, and quantitative volumes. This study has the potential for in vivo noninvasive and quantitative clinical evaluation in the future. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","10.1007/s10103-021-03388-w","3.8-µm laser; Laser-induced skin damage; Laser-tissue interaction; Noninvasive quantitative evaluation; Optical coherence tomography","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112063925&doi=10.1007%2fs10103-021-03388-w&partnerID=40&md5=91a002bbf00f857ab69d247665afb1ab"
"Improving Skin cancer Management with ARTificial Intelligence (SMARTI): Protocol for a preintervention/postintervention trial of an artificial intelligence system used as a diagnostic aid for skin cancer management in a specialist dermatology setting","Felmingham C.; MacNamara S.; Cranwell W.; Williams N.; Wada M.; Adler N.R.; Ge Z.; Sharfe A.; Bowling A.; Haskett M.; Wolfe R.; Mar V.","2022","1","1","0","0","0","Unique","0","","","","","","","Introduction Convolutional neural networks (CNNs) can diagnose skin cancers with impressive accuracy in experimental settings, however, their performance in the real-world clinical setting, including comparison to teledermatology services, has not been validated in prospective clinical studies. Methods and analysis Participants will be recruited from dermatology clinics at the Alfred Hospital and Skin Health Institute, Melbourne. Skin lesions will be imaged using a proprietary dermoscopic camera. The artificial intelligence (AI) algorithm, a CNN developed by MoleMap Ltd and Monash eResearch, classifies lesions as benign, malignant or uncertain. This is a preintervention/postintervention study. In the preintervention period, treating doctors are blinded to AI lesion assessment. In the postintervention period, treating doctors review the AI lesion assessment in real time, and have the opportunity to then change their diagnosis and management. Any skin lesions of concern and at least two benign lesions will be selected for imaging. Each participant's lesions will be examined by a registrar, the treating consultant dermatologist and later by a teledermatologist. At the conclusion of the preintervention period, the safety of the AI algorithm will be evaluated in a primary analysis by measuring its sensitivity, specificity and agreement with histopathology where available, or the treating consultant dermatologists' classification. At trial completion, AI classifications will be compared with those of the teledermatologist, registrar, treating dermatologist and histopathology. The impact of the AI algorithm on diagnostic and management decisions will be evaluated by: (1) comparing the initial management decision of the registrar with their AI-assisted decision and (2) comparing the benign to malignant ratio (for lesions biopsied) between the preintervention and postintervention periods. Ethics and dissemination Human Research Ethics Committee (HREC) approval received from the Alfred Hospital Ethics Committee on 14 February 2019 (HREC/48865/Alfred-2018). Findings from this study will be disseminated through peer-reviewed publications, non-peer reviewed media and conferences. Trial registration number NCT04040114. © 2022 BMJ Publishing Group. All rights reserved.","10.1136/bmjopen-2021-050203","adult dermatology; dermatological tumours; dermatology","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122750261&doi=10.1136%2fbmjopen-2021-050203&partnerID=40&md5=2fb3b4870aac4d19444f2dd0ecc12034"
